TABLE_IDENTIFIER;FREQ;REF_SECTOR;COUNTERPART_SECTOR;EXPENDITURE_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;STAT_UNIT;INTENSITY
FIN2;A;_T;INST_PUB;ADJ;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PUB;ADJ;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPT;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMPO;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_COMP;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_LC;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_RET;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_NLC;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR_O;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CUR;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;CAP;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;_T;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ASERV;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3_4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3_4;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L3_4;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L5;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L6T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L5T8;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L5T8;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;L5T8;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;_X;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;RD;_T;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L0;C1;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L0;C2;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L0;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L1;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L2;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L2;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L2;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L3;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L3;C5;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L3;_T;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L4;C4;_T;EXP;_Z
FIN2;A;_T;INST_PRIV_GOV;ADJ;L4;C5;_T;EXP;_Z
