EDUCATION_LEV;INTENSITY;STAT_UNIT;FREQ;REF_SECTOR;COUNTERPART_SECTOR;EXPENDITURE_TYPE;BREAKDOWN_GROUP;TABLE_IDENTIFIER
ISCED11_01;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;FT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;PT;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;_T;STU_FIN;A;INST_PUB;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;FT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;PT;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;_T;STU_FIN;A;INST_PRIV_GOV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;FT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;PT;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_44;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_45;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_4;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34_44;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_35_45;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_3_4;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_6T8;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_5T8;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_54T84;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_55T85;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_9;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_T;_T;STU_FIN;A;INST_PRIV_IND;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_01;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_02;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_0;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_1;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_24;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_25;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_2;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
ISCED11_34;FT;STU_FIN;A;INST_PRIV;_Z;_Z;CNT_REF_SECT_INTENS_EDL;FINSTU
