TABLE_IDENTIFIER;FREQ;REF_SECTOR;EDU_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;GRADE;FIELD;INTENSITY;COUNTRY_ORIGIN;COUNTRY_CITIZENSHIP;SEX;AGE;STAT_UNIT;UNIT_MEASURE
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0917;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0917;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0917;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0917;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0917;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0917;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0917;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0917;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0917;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0917;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0919;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0919;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0919;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0919;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0919;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0919;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0919;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0919;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0919;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0919;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0920;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0920;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0920;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0920;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0920;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0920;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0920;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0920;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0920;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0920;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0921;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0921;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0921;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0921;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0921;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0921;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0921;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0921;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0921;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0921;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0922;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0922;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0922;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0922;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0922;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0922;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0922;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0922;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0922;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0922;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0923;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0923;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0923;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0923;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0923;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0923;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0923;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0923;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0923;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0923;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0929;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0929;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0929;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0929;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0929;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0929;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0929;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0929;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0929;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0929;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0988;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0988;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0988;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0988;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0988;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0988;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0988;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0988;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0988;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0988;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0999;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0999;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0999;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0999;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0999;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F0999;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F0999;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F0999;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F0999;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F0999;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1000;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1000;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1000;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1000;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1000;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1000;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1000;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1000;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1000;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1000;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1010;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1010;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1010;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1010;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1010;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1010;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1010;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1010;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1010;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1010;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1011;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1011;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1011;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1011;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1011;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1011;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1011;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1011;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1011;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1011;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1012;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1012;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1012;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1012;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1012;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1012;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1012;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1012;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1012;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1012;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1013;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1013;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1013;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1013;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1013;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1013;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1013;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1013;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1013;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1013;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1014;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1014;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1014;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1014;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1014;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1014;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1014;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1014;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1014;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1014;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1015;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1015;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1015;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1015;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1015;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1015;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1015;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1015;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1015;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1015;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1019;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1019;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1019;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1019;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1019;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1019;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1019;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1019;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1019;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1019;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1020;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1020;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1020;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1020;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1020;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1020;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1020;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1020;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1020;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1020;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1021;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1021;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1021;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1021;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1021;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1021;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1021;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1021;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1021;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1021;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1022;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1022;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1022;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1022;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1022;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1022;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1022;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1022;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1022;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1022;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1029;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1029;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1029;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1029;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1029;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1029;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1029;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1029;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1029;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1029;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1030;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1030;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1030;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1030;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1030;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1030;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1030;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1030;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1030;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1030;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1031;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1031;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1031;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1031;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1031;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1031;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1031;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1031;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1031;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1031;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1032;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1032;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1032;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1032;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1032;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1032;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1032;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1032;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1032;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1032;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1039;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1039;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1039;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1039;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1039;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1039;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1039;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1039;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1039;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1039;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1041;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1041;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1041;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1041;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5T8;_T;_T;_T;F1041;_T;W1;W0;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L5;_T;_T;_T;F1041;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L6;_T;_T;_T;F1041;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L7;_T;_T;_T;F1041;_T;W1;BE;_T;_T;STU;PER
ENRL5;A;INST_T;_T;L8;_T;_T;_T;F1041;_T;W1;BE;_T;_T;STU;PER
